total_cut_acceptance,,f90_NR_Acceptance,,Overall_NR_Acceptance,
X,Y,X,Y,X,Y
8.699781799511982,0.576081894821357,48.40200231035813,0.0024677931462369074,50.19081846575112,0.005556715286142433
8.034912078038488,0.5554850796199653,50.11166730843284,0.01046166198314058,52.06974516947568,0.01920616784526974
8.034912078038488,0.5374628663187476,51.82133230650756,0.029594134845039477,53.910922859709984,0.055688235222560056
8.034912078038488,0.51944065301753,51.631369528943694,0.011253847183193999,53.3093740640911,0.03053035371782986
8.075618387516457,0.49392097264437707,53.73362426731704,0.07362522860074172,56.000513412912426,0.1634254224298397
8.034912078038488,0.4701271243141979,56.000513412912426,0.2215430093792211,55.33564369143892,0.1419644051920259
8.034912078038488,0.4521049110129802,55.33564369143892,0.20058610999598692,55.335643691438904,0.12453633079084825
8.034912078038488,0.43388465141174914,55.33564369143892,0.17721664659440783,55.335643691438904,0.10710825638967081
8.034912078038488,0.4160604844105448,58.09010396611485,0.3387864189871431,55.335643691438904,0.08968018198849315
8.034912078038488,0.3978402248093137,57.425234244641345,0.3178295196039088,55.335643691438904,0.06591462598688747
8.034912078038488,0.3798180115080959,57.425234244641345,0.30040144520273115,58.05844350318753,0.24488246576564676
8.075618387516457,0.35449637743495643,57.425234244641345,0.2829733708015536,57.33025285585943,0.22593603639769977
8.034912078038488,0.33050448280476397,57.425234244641345,0.26000000000000134,57.33025285585943,0.20850796199652222
8.034912078038488,0.3124822695035463,60.17969451931728,0.45919856939527903,57.33025285585943,0.19107988759534456
8.034912078038488,0.2944600562023285,59.51482479784379,0.43824167001204484,57.33025285585943,0.16889870199384593
8.034912078038488,0.27623979660109743,59.51482479784379,0.4208135956108673,60.17969451931728,0.3356896950232975
8.034912078038488,0.25841562959989306,59.51482479784379,0.40338552120968973,59.419843409061855,0.3146607788036948
8.034912078038488,0.24019536999866198,59.51482479784379,0.3859574468085121,59.419843409061855,0.29723270440251726
8.075618387516457,0.21495861291124252,59.51482479784379,0.3685293724073345,59.419843409061855,0.2798046300013396
8.034912078038488,0.19107988759534333,59.51482479784379,0.3463481868058358,59.419843409061855,0.2560390739997338
8.034912078038488,0.17285962799411236,62.348436229837986,0.5695463669209168,62.26928507251971,0.41440409717407056
8.034912078038488,0.15483741469289458,61.50943396226428,0.5475632276194314,61.50943396226428,0.3922949284089403
8.034912078038488,0.1368152013916768,61.50943396226428,0.5301351532182539,61.50943396226428,0.37486685400776276
8.034912078038488,0.11859494179044572,61.50943396226428,0.5127070788170762,61.50943396226428,0.3495169276060499
8.034912078038488,0.10077077478924146,61.50943396226428,0.49527900441589867,64.43802678304041,0.5308613229849697
8.075618387516457,0.0754208483875285,61.50943396226428,0.47072126321423935,63.59902451546671,0.5079539676167553
8.034912078038488,0.051457246085909514,64.04679391972437,0.7187884001452864,63.59902451546671,0.4905258932155776
8.034912078038488,0.03343503278469173,63.50404312668478,0.6877800080289056,63.59902451546671,0.47309781881440005
8.075618387516457,0.01046166198313947,63.50404312668478,0.670351933627728,63.59902451546671,0.4556697444132225
10.789372352714416,0.6572448694086593,63.50404312668478,0.6529238592265505,63.59902451546671,0.43824167001204495
10.124502631240915,0.6362879700254251,63.50404312668478,0.635495784825373,63.59902451546671,0.4216057808109209
