total_cut_acceptance,,f90_NR_Acceptance,,Overall_NR_Acceptance,
X,Y,X,Y,X,Y
6.675502884765322,0.5756967027203268,103.14205520037423,0.002364019108912707,109.70283575772426,0.005733044114262453
5.0600343053173304,0.5550522730816667,107.29611726181194,0.010416448123839572,113.72722074951922,0.02609130128668613
5.0600343053173304,0.5370044600456462,111.45017932324966,0.02962330304447902,116.52736628722907,0.055812164211899384
5.0600343053173304,0.5189566470096255,110.9886168719788,0.011251718809804467,121.60455325120849,0.16376008250287066
5.158940544875378,0.4934018410250286,116.09657466604294,0.07376974091452526,119.9890846717605,0.142250223268078
5.0600343053173304,0.4695730706802945,121.60455325120849,0.22196022284280548,119.9890846717605,0.12479739307939863
5.0600343053173304,0.451525257644274,119.9890846717605,0.20095519753908986,119.9890846717605,0.10734456289071947
5.0600343053173304,0.4332791169924729,119.9890846717605,0.17755253887699718,119.9890846717605,0.0898917327020401
5.0600343053173304,0.4154296315722328,126.68174021518787,0.33942786669123837,119.9890846717605,0.06609241880838668
5.0600343053173304,0.3971834909204317,125.06627163573991,0.31842284138752275,126.60481313997609,0.24538965300124316
5.0600343053173304,0.37913567788441116,125.06627163573991,0.3009700111988436,124.83549041010447,0.2263962051514682
5.158940544875378,0.35377919951559456,125.06627163573991,0.2835171810101643,124.83549041010447,0.20894337496278892
5.0600343053173304,0.32975210155508017,125.06627163573991,0.2605111775796326,124.83549041010447,0.19149054477410965
5.0600343053173304,0.3117042885190595,131.7589271791673,0.4600687523921584,124.83549041010447,0.16927785180669974
5.0600343053173304,0.29365647548303897,130.14345859971928,0.43906372708844277,131.7589271791673,0.3363844392781711
5.0600343053173304,0.2754103348312379,130.14345859971928,0.4216108968997636,129.9126773740839,0.3153046723275168
5.0600343053173304,0.25756084941099777,130.14345859971928,0.40415806671108434,129.9126773740839,0.29785184213883764
5.0600343053173304,0.2393147087591968,130.14345859971928,0.38670523652240507,129.9126773740839,0.28039901195015837
5.158940544875378,0.2140432279400003,130.14345859971928,0.3692524063337258,129.9126773740839,0.25659969805650484
5.0600343053173304,0.19012946004564613,130.14345859971928,0.3470397133663159,136.8361141431467,0.4152683469656808
5.0600343053173304,0.17188331939384516,137.02843183117625,0.5706331746830542,134.98986433806328,0.3931067930198605
5.0600343053173304,0.15383550635782473,134.98986433806328,0.5485956437917302,134.98986433806328,0.37565396283118124
5.0600343053173304,0.13578769332180407,134.98986433806328,0.5311428136030509,134.98986433806328,0.3502680280112842
5.0600343053173304,0.11754155267000299,134.98986433806328,0.5136899834143717,142.10561879515564,0.5319508757070159
5.0600343053173304,0.09969206724976298,134.98986433806328,0.4962371532256924,140.06705130204267,0.5089878159420498
5.158940544875378,0.07430725636440605,134.98986433806328,0.47164452886891717,140.06705130204267,0.4915349857533706
5.0600343053173304,0.05030849092043188,141.15501993718112,0.7201340924785493,140.06705130204267,0.47408215556469135
5.0600343053173304,0.032260677884411226,139.8362700764073,0.6890666685567671,140.06705130204267,0.4566293253760121
5.158940544875378,0.009255798388419834,139.8362700764073,0.6716138383680879,140.06705130204267,0.4391764951873328
11.752689848744737,0.6570326609302131,139.8362700764073,0.6541610081794086,140.06705130204267,0.42251697546177536
10.137221269296745,0.6360276356264976,139.8362700764073,0.6367081779907293,146.5289256198347,0.5808197836780408
10.137221269296745,0.6185748054378183,139.8362700764073,0.61925534780205,144.91345704038667,0.5598147583743251
10.137221269296745,0.601121975249139,139.8362700764073,0.6018025176133709,145.1442382660221,0.537208032689282
10.137221269296745,0.5836691450604599,139.8362700764073,0.5843496874246916,151.60611258381408,0.6289809407028341
16.829876812724166,0.7083670598074936,140.06705130204267,0.5700727216024272,149.99064400436612,0.6074710814680411
14.983627007640735,0.6868545780587729,146.5289256198347,0.7918403668684352,149.89173776480806,0.5859372449630522
14.983627007640735,0.6638485746282412,144.91345704038667,0.7708353415647197,156.2876745895614,0.6422216388788199
21.511438818471404,0.7257443053983288,144.91345704038667,0.7533825113760404,161.7604865117729,0.6835462767390106
26.984250740682995,0.7409360602752932,144.91345704038667,0.7318309104612319,159.9142367066895,0.6551824773542382
32.06143770466241,0.7442391165672004,151.60611258381408,0.8426699318146382,166.44204851752022,0.6948655151569159
37.33094235667136,0.7479289936634396,149.99064400436612,0.8216649065109227,172.1071781277613,0.6957137579207011
42.08393664654386,0.7379344057626456,149.99064400436612,0.798658903080391,176.59642244547905,0.7097704794036468
46.97345536110545,0.748180956732337,156.68329954779352,0.8797968614887377,182.06923436769063,0.7093072310505653
52.370185560580055,0.7521866450250205,155.0678309683455,0.8518683994159594,187.14642133167,0.7154950526629151
57.44737252455947,0.7531818890605733,161.7604865117729,0.9273810654494425,192.22360829564946,0.7098192768949438
61.81446340966063,0.737792473003373,159.9142367066895,0.9058685837007219,197.6203384951241,0.7157805032173505
66.38190283130244,0.7225709698846299,159.9142367066895,0.8884157535120426,202.05843898811304,0.7028938732404353
71.36018355572385,0.733167237409402,166.0793923058074,0.9410709627967544,207.45516918758767,0.7036819386757018
76.83299547793543,0.7306846533320106,171.0225063672748,0.9539636533745378,212.53235615156711,0.7012875834597341
81.91018244191484,0.7263430815247441,176.5304849524403,0.9685125738911022,217.92908635104175,0.6978871915547422
86.5917444476621,0.7388368315374009,180.93308064148545,0.979397116216078,222.49441239149644,0.7147969176010853
92.06455636987367,0.7376369377542777,186.6848588803992,0.9876674156188427,227.76391704350533,0.7088168209460899
97.14174333385309,0.7459162142239488,191.76204584437858,0.9864990856640634,231.37948957846038,0.6904374784410457
102.2189302978325,0.7401322597564608,196.83923280835802,0.9848980409112176,236.1028119964655,0.7044401948693235
107.29611726181192,0.7479788214280654,201.9164197723374,0.9820709708971835,241.61079058163102,0.7179169442751233
112.37330422579133,0.7450075131480093,206.99360673631685,0.9803256878783158,246.68797754561047,0.7194170222417537
117.45049118977074,0.7372042229562115,212.07079370029624,0.9787246431254699,251.36953955135766,0.7062569663690439
122.52767815375016,0.7417333045093066,217.14798066427568,0.9765466453085355,256.8423514735693,0.7136907630806746
127.60486511772957,0.7317664403271766,222.22516762825506,0.9755225536197784,261.9195384375487,0.7186525594318363
132.682052081709,0.7324010886976741,227.3023545922345,0.9741378662659658,266.9967254015281,0.7103203955979571
137.7592390456884,0.7313769970089168,232.3795415562139,0.9741234424393636,272.0739123655075,0.7114117984775248
142.83642600966783,0.7330934323745804,237.45672852019334,0.974758090809861,277.47064256498214,0.7082462560569535
147.91361297364722,0.7375503947946646,242.53391548417272,0.980008363693067,282.22828629346634,0.7169697796615779
152.99079993762666,0.7464066243284242,247.61110244815217,0.9804987737975424,286.98593002195054,0.7091070121987794
158.0679869016061,0.7365118792793051,252.68828941213155,0.9791862055767409,292.7022034569204,0.7078904683340987
163.1451738655855,0.7395264590391679,257.765476376111,0.9800372113462714,297.4598471854046,0.6991435326286413
168.22236082956493,0.7392235586805214,262.8426633400904,0.9852874842294774,302.3447164613545,0.712134410336013
172.1071781277613,0.7247356990299064,267.9198503040698,0.9846239882057756,307.61422111336344,0.7148446692088517
176.77665159311812,0.7332242958195714,272.7406136840099,0.9838373797226911,313.087033035575,0.7119448244333249
181.74969113219538,0.7224958535928444,278.07422423202866,0.9841624257545047,317.57627735329277,0.7293636712123579
187.14642133167,0.7270341139446865,283.15141119600804,0.9842201210609136,322.84578200530166,0.722806621493274
192.03898331514108,0.7213129686857664,288.2285981599875,0.9834845059042007,327.9229689692811,0.72401822292786
197.30079525962884,0.7321978438682792,293.30578512396687,0.9832537246785652,333.0001559332605,0.7253740626284682
202.37798222360829,0.7188413804346289,298.3829720879463,0.9838883730490626,338.07734289723993,0.7237008987426113
207.45516918758767,0.720197220135237,303.46015905192576,0.9876241441390361,340.87748843494984,0.6941542581593264
212.53235615156711,0.7188125327814244,308.53734601590514,0.987681839445445,346.38546702011536,0.7179536594701109
217.92908635104175,0.7175979053692296,313.6145329798846,0.9873068199537874,344.76999844066734,0.6969486341663954
222.49441239149644,0.7344313515633494,318.53786579344035,0.9870021712525225,351.46265398409474,0.7102705678333314
227.76391704350533,0.729082297322201,323.7689069078434,0.9894415462909152,356.5398409480742,0.7136697829692532
231.37948957846038,0.7122535161768948,328.8460938718228,0.9892828841982908,361.6170279120536,0.7110590703542524
236.1028119964655,0.7264942257441092,333.92328083580225,0.9883309116425447,366.694214876033,0.7156602710403588
241.61079058163102,0.7350091787987473,339.00046779978163,0.9874510582198096,370.87904776755545,0.6878313770797013
246.68797754561047,0.7368698524304329,344.0776547637611,0.9863548473980414,370.9636675502884,0.7095426016755741
251.76516450958985,0.7241624611938822,349.15484172774046,0.9853307557092841,374.870464012831,0.6954774038529695
256.8423514735693,0.7309993550033316,354.2320286917199,0.9850278553506376,378.37529537358,0.7136849128572975
261.9195384375487,0.7329321477680284,359.3092156556993,0.9850855506570465,382.84890067051293,0.7278156230951339
266.9967254015281,0.7244076662461199,364.2325484692551,0.9851414976208369,386.5414002806798,0.7041303885573342
272.0739123655075,0.7256192676807057,369.4635895836581,0.984984583870831,391.22296228642705,0.7166859549697151
276.9664743489786,0.7219607296259023,374.54077654763756,0.9839604921820738,396.48037839804556,0.7071617524063342
282.22828629346634,0.7358313369150735,379.61796351161695,0.9873356676069919,401.3773362143859,0.7148180694247281
287.3054732574458,0.7241336135406777,384.6951504755964,0.991720510894065,406.85014813659745,0.7190734729172283
292.38266022142517,0.7252009767092416,389.7723374395758,0.9914176105354185,412.11965278860646,0.7272647858989085
297.64447216591293,0.7143419332889164,394.8495244035552,0.991042591043761,416.24923805338574,0.7121847248551179
302.537034149384,0.7263981543172253,399.9267113675346,0.989297308024893,419.64202178610407,0.6962128316872591
307.61422111336344,0.7276097557518113,405.00389833151405,0.9890665267992577,423.4356255522637,0.6868948773561284
311.99906440043657,0.7195822406191972,409.92723114506987,0.9901561813362068,428.08202089505687,0.6990492678224633
316.3839076875097,0.7443689310066204,415.1582722594729,0.9904800618062747,433.301227074812,0.6942322140669253
321.46109465148913,0.7358444494847118,420.23545922345227,0.9875087535262185,437.7748323717449,0.7113475468862969
326.5382816154685,0.7346761195299325,425.3126461874317,0.9858355896403617,442.8520193357242,0.715804509306381
331.61546857944796,0.736320435762585,430.38983315141115,0.9858932849467705,446.5445189458911,0.6977605936174474
336.69265554342735,0.7378205137292153,435.4670201153906,0.9863115759182348,451.8140235979,0.7057014929428391
340.9621082176828,0.7335959716059712,440.5442070793699,0.9896867513431529,456.09531120680333,0.6938199750506788
342.2314049586776,0.7032662702181652,445.62139404334937,0.9906098762456945,459.69904880711044,0.6855616786924292
346.8470294713862,0.7320221354351251,450.6985810073288,0.9913166437492031,459.69904880711044,0.66810884850375
351.9242164353656,0.7242188452433271,455.62191382088463,0.9924383512341571,459.69904880711044,0.6506560183150707
357.001403399345,0.7288200459294336,459.46826758147506,0.9878103426279012,459.69904880711044,0.6332031881263914
362.07859036332445,0.7251275463192667,459.69904880711044,0.9691701692584669,459.69904880711044,0.6157503579377123
367.15577732730384,0.7300172235374174,459.69904880711044,0.9517173390697877,459.69904880711044,0.598297527749033
372.2329642912833,0.7238366138383685,459.69904880711044,0.9342645088811085,459.69904880711044,0.5808446975603537
372.2329642912833,0.7004339551762759,459.69904880711044,0.9168116786924292,459.69904880711044,0.5633918673716745
376.84858880399184,0.7251671754186182,459.69904880711044,0.89935884850375,459.69904880711044,0.5459390371829952
381.4642133167004,0.7381850431651622,459.69904880711044,0.8819060183150708,459.69904880711044,0.528486206994316
384.6951504755964,0.7370678522319725,459.69904880711044,0.8644531881263915,459.69904880711044,0.5110333768056368
387.0029627319507,0.7117081425513521,459.69904880711044,0.8470003579377123,459.69904880711044,0.4935805466169575
391.61858724465924,0.7316654735409613,459.69904880711044,0.829547527749033,459.69904880711044,0.4761277164282782
396.6957742086386,0.7197513927675323,459.69904880711044,0.8120946975603538,459.69904880711044,0.45867488623959907
401.77296117261807,0.7299778858285023,459.69904880711044,0.7946418673716745,459.69904880711044,0.4412220560509198
406.85014813659745,0.7304682959329776,459.69904880711044,0.7771890371829953,459.69904880711044,0.42376922586224053
411.9273351005769,0.7411275037920139,459.69904880711044,0.7597362069943161,459.69904880711044,0.40631639567356126
414.92749103383744,0.7389980224827415,459.69904880711044,0.7422833768056367,459.69904880711044,0.388863565484882
417.92764696709804,0.7185502813886571,459.60014256755244,0.7209195353998883,459.69904880711044,0.37141073529620283
423.0048339310774,0.7023811717675749,459.69904880711044,0.6958747147130124,459.69904880711044,0.35395790510752356
428.08202089505687,0.7136173326906998,,,459.69904880711044,0.3365050749188443
432.23608295649456,0.7028157597898753,,,459.69904880711044,0.319052244730165
436.39014501793224,0.723808421813646,,,459.69904880711044,0.30159941454148587
441.4673319819117,0.7277605503026527,,,459.69904880711044,0.2841465843528066
444.6982691408076,0.7258500489063413,,,459.69904880711044,0.26669375416412733
447.8368938094494,0.7091468643238881,,,459.69904880711044,0.24924092397544806
453.0063932636831,0.7179392356435087,,,459.69904880711044,0.2317880937867688
458.08358022766254,0.7035009852146923,,,459.69904880711044,0.21433526359808963
463.30278640741767,0.7124531382386525,,,459.69904880711044,0.19688243340941036
466.3917043505379,0.7410252257488346,,,459.69904880711044,0.1794296032207312
471.0732663562851,0.7277930507431136,,,459.69904880711044,0.16197677303205182
476.5460782784967,0.7143844180145449,,,459.69904880711044,0.14452394284337267
479.7770154373927,0.7002016441508494,,,459.69904880711044,0.12707111265469329
,,,,459.69904880711044,0.10961828246601413
,,,,459.69904880711044,0.09216545227733497
,,,,459.69904880711044,0.07471262208865559
,,,,459.69904880711044,0.05725979189997643
,,,,459.69904880711044,0.03980696171129705
,,,,459.69904880711044,0.015313501162412146
,,,,463.16076719164187,0.00414732857973199
,,,,468.2379541556213,0.0047098578172184435
,,,,473.31514111960075,0.004262719192549724
,,,,477.6999844066738,0.004709202188736272
