0 0
1.097028357577242588e+02 5.733044114262453306e-03
1.137272207495192191e+02 2.609130128668613047e-02
1.165273662872290714e+02 5.581216421189938437e-02
1.216045532512084861e+02 1.637600825028706630e-01
1.199890846717604944e+02 1.422502232680780132e-01
1.199890846717604944e+02 1.247973930793986330e-01
1.199890846717604944e+02 1.073445628907194749e-01
1.199890846717604944e+02 8.989173270204009469e-02
1.199890846717604944e+02 6.609241880838667704e-02
1.266048131399760877e+02 2.453896530012431576e-01
1.248354904101044696e+02 2.263962051514681884e-01
1.248354904101044696e+02 2.089433749627889192e-01
1.248354904101044696e+02 1.914905447741096500e-01
1.248354904101044696e+02 1.692778518066997417e-01
1.317589271791673013e+02 3.363844392781710768e-01
1.299126773740838985e+02 3.153046723275167995e-01
1.299126773740838985e+02 2.978518421388376414e-01
1.299126773740838985e+02 2.803990119501583722e-01
1.299126773740838985e+02 2.565996980565048435e-01
1.368361141431466876e+02 4.152683469656808235e-01
1.349898643380632848e+02 3.931067930198605120e-01
1.349898643380632848e+02 3.756539628311812429e-01
1.349898643380632848e+02 3.502680280112842048e-01
1.421056187951556353e+02 5.319508757070159355e-01
1.400670513020426711e+02 5.089878159420497816e-01
1.400670513020426711e+02 4.915349857533706235e-01
1.400670513020426711e+02 4.740821555646913543e-01
1.400670513020426711e+02 4.566293253760120852e-01
1.400670513020426711e+02 4.391764951873328160e-01
1.400670513020426711e+02 4.225169754617753570e-01
1.465289256198346948e+02 5.808197836780407686e-01
1.449134570403866746e+02 5.598147583743251499e-01
1.451442382660221142e+02 5.372080326892819668e-01
1.516061125838140811e+02 6.289809407028340571e-01
1.499906440043661178e+02 6.074710814680410742e-01
1.498917377648080560e+02 5.859372449630522173e-01
1.562876745895613908e+02 6.422216388788198893e-01
1.617604865117729105e+02 6.835462767390105832e-01
1.599142367066895076e+02 6.551824773542381797e-01
1.664420485175202202e+02 6.948655151569158583e-01
1.721071781277613013e+02 6.957137579207011147e-01
1.765964224454790497e+02 7.097704794036467923e-01
1.820692343676906262e+02 7.093072310505652567e-01
1.871464213316700125e+02 7.154950526629151319e-01
1.922236082956494556e+02 7.098192768949438403e-01
1.976203384951240878e+02 7.157805032173505388e-01
2.020584389881130392e+02 7.028938732404352852e-01
2.074551691875876713e+02 7.036819386757018346e-01
2.125323561515671145e+02 7.012875834597340763e-01
2.179290863510417466e+02 6.978871915547422144e-01
2.224944123914964393e+02 7.147969176010853243e-01
2.277639170435053302e+02 7.088168209460898872e-01
2.313794895784603796e+02 6.904374784410457488e-01
2.361028119964655048e+02 7.044401948693235216e-01
2.416107905816310222e+02 7.179169442751233143e-01
2.466879775456104653e+02 7.194170222417537452e-01
2.513695395513576614e+02 7.062569663690438926e-01
2.568423514735692947e+02 7.136907630806745839e-01
2.619195384375486810e+02 7.186525594318362575e-01
2.669967254015281242e+02 7.103203955979571216e-01
2.720739123655075105e+02 7.114117984775247816e-01
2.774706425649821426e+02 7.082462560569534604e-01
2.822282862934663399e+02 7.169697796615779328e-01
2.869859300219505371e+02 7.091070121987793629e-01
2.927022034569204152e+02 7.078904683340987436e-01
2.974598471854046124e+02 6.991435326286412621e-01
3.023447164613544942e+02 7.121344103360129907e-01
3.076142211133634419e+02 7.148446692088517018e-01
3.130870330355750184e+02 7.119448244333248521e-01
3.175762773532927667e+02 7.293636712123579002e-01
3.228457820053016576e+02 7.228066214932740152e-01
3.279229689692811007e+02 7.240182229278600001e-01
3.330001559332604870e+02 7.253740626284681525e-01
3.380773428972399302e+02 7.237008987426113427e-01
3.408774884349498393e+02 6.941542581593264094e-01
3.463854670201153567e+02 7.179536594701109165e-01
3.447699984406673366e+02 6.969486341663954088e-01
3.514626539840947430e+02 7.102705678333314232e-01
3.565398409480741861e+02 7.136697829692532080e-01
3.616170279120535724e+02 7.110590703542524205e-01
3.666942148760330156e+02 7.156602710403587864e-01
3.708790477675554484e+02 6.878313770797013227e-01
3.709636675502883918e+02 7.095426016755741472e-01
3.748704640128310075e+02 6.954774038529695224e-01
3.783752953735800020e+02 7.136849128572975154e-01
3.828489006705129327e+02 7.278156230951339234e-01
3.865414002806797953e+02 7.041303885573342303e-01
3.912229622864270482e+02 7.166859549697150999e-01
3.964803783980455592e+02 7.071617524063341653e-01
4.013773362143858776e+02 7.148180694247281419e-01
4.068501481365974541e+02 7.190734729172283402e-01
4.121196527886064587e+02 7.272647858989085279e-01
4.162492380533857386e+02 7.121847248551178566e-01
4.196420217861040669e+02 6.962128316872591149e-01
4.234356255522636729e+02 6.868948773561284193e-01
4.280820208950568713e+02 6.990492678224633494e-01
4.333012270748120045e+02 6.942322140669252573e-01
4.377748323717448784e+02 7.113475468862968665e-01
4.428520193357242078e+02 7.158045093063809539e-01
4.465445189458911273e+02 6.977605936174473555e-01
4.518140235979000181e+02 7.057014929428391259e-01
4.560953112068033306e+02 6.938199750506788277e-01
4.596990488071104437e+02 6.855616786924292327e-01
4.596990488071104437e+02 6.681088485037499636e-01
4.596990488071104437e+02 6.506560183150706944e-01
4.596990488071104437e+02 6.332031881263914253e-01
4.596990488071104437e+02 6.157503579377122671e-01
4.596990488071104437e+02 5.982975277490329979e-01
4.596990488071104437e+02 5.808446975603537288e-01
4.596990488071104437e+02 5.633918673716744596e-01
4.596990488071104437e+02 5.459390371829951905e-01
4.596990488071104437e+02 5.284862069943160323e-01
4.596990488071104437e+02 5.110333768056367632e-01
4.596990488071104437e+02 4.935805466169574940e-01
4.596990488071104437e+02 4.761277164282782248e-01
4.596990488071104437e+02 4.586748862395990667e-01
4.596990488071104437e+02 4.412220560509197975e-01
4.596990488071104437e+02 4.237692258622405284e-01
4.596990488071104437e+02 4.063163956735612592e-01
4.596990488071104437e+02 3.888635654848819900e-01
4.596990488071104437e+02 3.714107352962028319e-01
4.596990488071104437e+02 3.539579051075235627e-01
4.596990488071104437e+02 3.365050749188442936e-01
4.596990488071104437e+02 3.190522447301650244e-01
4.596990488071104437e+02 3.015994145414858663e-01
4.596990488071104437e+02 2.841465843528065971e-01
4.596990488071104437e+02 2.666937541641273279e-01
4.596990488071104437e+02 2.492409239754480588e-01
4.596990488071104437e+02 2.317880937867687896e-01
4.596990488071104437e+02 2.143352635980896315e-01
4.596990488071104437e+02 1.968824334094103623e-01
4.596990488071104437e+02 1.794296032207312042e-01
