0 0
5.019081846575112138e+01 5.556715286142432930e-03
5.206974516947568077e+01 1.920616784526973930e-02
5.391092285970998432e+01 5.568823522256005631e-02
5.330937406409110224e+01 3.053035371782986118e-02
5.600051341291242579e+01 1.634254224298397062e-01
5.533564369143891781e+01 1.419644051920259109e-01
5.533564369143890360e+01 1.245363307908482486e-01
5.533564369143890360e+01 1.071082563896708084e-01
5.533564369143890360e+01 8.968018198849314615e-02
5.533564369143890360e+01 6.591462598688746510e-02
5.805844350318753300e+01 2.448824657656467618e-01
5.733025285585942754e+01 2.259360363976997688e-01
5.733025285585942754e+01 2.085079619965222175e-01
5.733025285585942754e+01 1.910798875953445553e-01
5.733025285585942754e+01 1.688987019938459344e-01
6.017969451931728031e+01 3.356896950232974852e-01
5.941984340906185480e+01 3.146607788036948072e-01
5.941984340906185480e+01 2.972327044025172560e-01
5.941984340906185480e+01 2.798046300013395937e-01
5.941984340906185480e+01 2.560390739997338017e-01
6.226928507251970757e+01 4.144040971740705626e-01
6.150943396226428206e+01 3.922949284089403132e-01
6.150943396226428206e+01 3.748668540077627620e-01
6.150943396226428206e+01 3.495169276060499097e-01
6.443802678304041365e+01 5.308613229849696857e-01
6.359902451546670932e+01 5.079539676167552642e-01
6.359902451546670932e+01 4.905258932155776019e-01
6.359902451546670932e+01 4.730978188144000507e-01
6.359902451546670932e+01 4.556697444132224994e-01
6.359902451546670932e+01 4.382416700120449482e-01
6.359902451546670932e+01 4.216057808109209271e-01
6.625850340136071281e+01 5.796107198034151642e-01
6.559363367988720483e+01 5.586538204201808577e-01
6.568861506866913658e+01 5.360765422186554163e-01
6.834809395456314007e+01 6.276459496612062372e-01
6.768322423308963209e+01 6.061849324233925529e-01
6.764251792361166338e+01 5.846827627076540690e-01
7.027485926985370668e+01 6.408147425971609801e-01
7.252727506096799459e+01 6.820186611194256621e-01
7.176742395071256908e+01 6.537160444266042481e-01
7.445404037625856120e+01 6.932687197721338901e-01
7.678560732469111372e+01 6.940514741959962208e-01
7.863322148266341571e+01 7.080373152874175346e-01
8.088563727377770363e+01 7.075126211938755905e-01
8.297522782698014510e+01 7.136340522851983836e-01
8.506481838018257235e+01 7.079447222120868188e-01
8.728592162554460288e+01 7.138002449845104458e-01
8.911248679442782361e+01 7.008815324913300060e-01
9.133359003978985413e+01 7.016072406116588001e-01
9.342318059299228139e+01 6.991586681751297272e-01
9.564428383835431191e+01 6.957018600294416766e-01
9.752321054207887130e+01 7.125357955305791080e-01
9.969195225259956317e+01 7.065043854847170568e-01
1.011799940101831368e+02 6.881100851955954667e-01
1.031239464339199259e+02 7.020393416298700284e-01
1.053908355795152971e+02 7.154344731944115576e-01
1.074804261327177102e+02 7.168748099217816527e-01
1.094071914480082484e+02 7.036802966871240628e-01
1.116596072391225647e+02 7.110414461759331228e-01
1.137491977923250062e+02 7.159385910489912686e-01
1.158387883455274192e+02 7.075606324181221707e-01
1.179283788987298607e+02 7.085928737394040500e-01
